Gender;Umur;Jurusan/Program Studi;Jam Belajar per Hari;Jam Tidur per Hari;IPK;Jumlah Tugas Besar per Minggu;Frekuensi Olahraga;Pemasukan Keluarga;Status Hubungan;Label
Perempuan;22;Hukum;6;9;03.52;5;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Sistem Informasi;2;9;02.53;0;Sering;Rendah;Jomblo;Sehat
Perempuan;21;Teknik Informatika;2;9;02.03;3;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Psikologi;4;7;03.04;0;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Hukum;5;8;02.52;0;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;18;Psikologi;7;3;0,184027778;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Hukum;3;7;02.26;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Kedokteran;1;4;0,127777778;0;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Ekonomi;3;3;02.11;1;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Psikologi;5;3;03.41;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;25;Psikologi;3;3;0,179166667;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Psikologi;6;8;03.27;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;6;9;0,186111111;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;24;Teknik Informatika;4;6;02.26;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Hukum;2;4;02.18;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Kedokteran;5;8;0,172222222;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Psikologi;5;8;0,174305556;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;21;Desain Komunikasi Visual;3;6;0,170833333;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;18;Ekonomi;4;3;03.06;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;3;9;0,133333333;2;Kadang;Rendah;Jomblo;Sehat
Laki-laki;23;Hukum;3;6;02.43;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Ekonomi;5;6;0,184722222;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Kedokteran;3;8;0,125694444;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;24;Kedokteran;2;4;02.08;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;18;Hukum;3;5;03.04;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Psikologi;2;9;02.59;4;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;5;6;0,169444444;2;Sering;Rendah;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;4;9;02.14;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;6;6;03.58;0;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;23;Teknik Informatika;2;3;03.02;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;19;Psikologi;4;9;03.15;2;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Teknik Informatika;4;3;0,147222222;0;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Teknik Informatika;2;8;02.55;0;Kadang;Tinggi;Jomblo;Sehat
Perempuan;18;Sistem Informasi;5;3;0,147916667;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Teknik Informatika;1;9;02.09;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Hukum;4;7;03.17;2;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Ekonomi;4;9;02.56;1;Sering;Rendah;Jomblo;Sehat
Perempuan;22;Sistem Informasi;5;6;02.16;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Ekonomi;5;3;02.29;3;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Ekonomi;3;4;03.04;2;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;5;7;02.04;2;Sering;Rendah;Jomblo;Sehat
Perempuan;24;Psikologi;4;8;0,174305556;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Sistem Informasi;2;5;03.39;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;18;Kedokteran;1;6;03.54;4;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;23;Desain Komunikasi Visual;7;6;0,171527778;1;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;19;Psikologi;3;4;02.25;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;7;5;0,169444444;4;Kadang;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Psikologi;2;5;03.01;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Psikologi;1;8;0,178472222;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;18;Ekonomi;1;8;0,178472222;1;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;25;Sistem Informasi;1;7;02.05;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Ekonomi;6;6;0,136805556;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;22;Hukum;2;3;03.05;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Ekonomi;3;8;03.36;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;20;Desain Komunikasi Visual;3;4;02.57;4;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;1;4;02.05;5;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Hukum;2;4;0,136111111;4;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;6;9;03.00;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;1;8;03.09;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Hukum;5;8;03.52;5;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Hukum;7;4;0,143055556;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;23;Ekonomi;3;8;02.11;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Hukum;7;9;02.34;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;4;3;0,146527778;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Teknik Informatika;1;3;0,16875;0;Kadang;Sedang;Jomblo;Sehat
Perempuan;18;Teknik Informatika;5;7;0,136111111;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;3;6;03.08;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Hukum;7;3;0,179166667;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;6;7;0,182638889;5;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;20;Psikologi;2;5;02.43;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;21;Hukum;3;6;02.09;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;7;3;0,125694444;2;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Psikologi;2;9;03.39;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Kedokteran;7;5;03.09;5;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;19;Desain Komunikasi Visual;2;7;02.15;3;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Hukum;6;3;02.06;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Sistem Informasi;6;3;0,178472222;1;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;18;Sistem Informasi;1;8;03.05;5;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;1;5;0,193055556;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;3;3;0,138194444;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Psikologi;6;4;0,140972222;5;Sering;Sedang;Jomblo;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;5;9;02.34;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Psikologi;7;8;02.23;1;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Hukum;7;8;03.16;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;7;3;0,134027778;5;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;23;Hukum;3;9;02.16;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;7;8;0,178472222;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Kedokteran;4;6;02.04;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;19;Teknik Informatika;2;5;03.05;0;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;19;Desain Komunikasi Visual;7;6;02.56;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Ekonomi;2;7;0,16875;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;18;Teknik Informatika;1;6;02.24;0;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;7;9;03.51;3;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Sistem Informasi;5;4;02.02;1;Kadang;Sedang;Jomblo;Sehat
Laki-laki;23;Teknik Informatika;6;8;0,145138889;0;Kadang;Rendah;Jomblo;Sehat
Perempuan;22;Ekonomi;6;9;03.47;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Desain Komunikasi Visual;1;8;02.35;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Desain Komunikasi Visual;4;4;02.57;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Teknik Informatika;3;8;0,175694444;1;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Hukum;3;6;0,178472222;0;Jarang;Rendah;Jomblo;Sehat
Laki-laki;24;Psikologi;5;7;02.09;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;20;Kedokteran;1;3;02.34;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Hukum;1;4;02.23;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;4;6;02.36;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Psikologi;7;9;0,190277778;4;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Kedokteran;3;6;03.01;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Kedokteran;7;6;0,148611111;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Kedokteran;1;3;0,192361111;3;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;20;Sistem Informasi;7;5;03.11;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Kedokteran;6;8;03.32;2;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Ekonomi;5;8;0,129861111;1;Sering;Sedang;Jomblo;Sehat
Perempuan;21;Teknik Informatika;3;9;0,136111111;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;20;Desain Komunikasi Visual;4;7;03.19;2;Jarang;Tinggi;Jomblo;Sehat
Perempuan;25;Ekonomi;5;9;02.14;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Teknik Informatika;2;5;02.51;2;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;25;Hukum;6;8;02.39;0;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Hukum;4;7;02.03;5;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Teknik Informatika;5;9;03.07;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Ekonomi;1;7;03.12;5;Jarang;Sedang;Jomblo;Sehat
Perempuan;22;Teknik Informatika;2;6;0,136805556;4;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;22;Kedokteran;4;4;02.54;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;18;Sistem Informasi;1;6;03.03;0;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;6;3;02.27;2;Sering;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;20;Hukum;2;8;03.04;0;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Desain Komunikasi Visual;3;7;03.54;4;Sering;Tinggi;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;1;9;02.33;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Kedokteran;5;4;03.51;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Kedokteran;7;9;03.52;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Hukum;4;8;02.12;5;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Hukum;2;7;02.04;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Kedokteran;1;7;0,190972222;4;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;19;Psikologi;3;6;02.39;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Desain Komunikasi Visual;7;4;0,169444444;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Sistem Informasi;4;4;03.12;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;22;Desain Komunikasi Visual;4;8;02.53;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;25;Sistem Informasi;1;7;02.26;0;Jarang;Tinggi;Jomblo;Sehat
Perempuan;24;Psikologi;3;4;0,152083333;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Ekonomi;6;4;0,139583333;4;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;7;9;03.04;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Desain Komunikasi Visual;6;8;0,18125;5;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Teknik Informatika;2;6;0,167361111;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Kedokteran;1;9;02.55;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Kedokteran;7;9;0,177777778;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Psikologi;2;5;0,171527778;3;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;25;Sistem Informasi;6;3;0,184722222;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Ekonomi;7;5;0,147222222;5;Kadang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;4;4;03.54;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Kedokteran;2;7;03.18;0;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Hukum;3;3;0,126388889;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Teknik Informatika;5;3;0,19375;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Psikologi;6;7;02.08;0;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Hukum;6;3;02.32;1;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;3;7;0,179861111;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;24;Ekonomi;7;3;02.12;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;7;9;0,178472222;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Desain Komunikasi Visual;7;8;03.43;3;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Hukum;2;8;02.07;0;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Ekonomi;1;5;0,143055556;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;24;Hukum;4;9;03.51;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Psikologi;5;3;03.17;2;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Kedokteran;1;6;0,185416667;4;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Sistem Informasi;1;7;0,176388889;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;24;Hukum;3;9;0,129861111;1;Sering;Rendah;Jomblo;Sehat
Laki-laki;22;Psikologi;2;3;02.17;2;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;19;Sistem Informasi;6;8;0,186805556;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Desain Komunikasi Visual;6;8;03.03;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Sistem Informasi;3;7;02.15;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Desain Komunikasi Visual;2;6;0,16875;4;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Hukum;3;3;0,176388889;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Psikologi;6;3;03.28;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Kedokteran;1;6;02.09;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Hukum;4;6;03.32;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Desain Komunikasi Visual;7;6;03.41;3;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;18;Ekonomi;2;8;0,179861111;0;Kadang;Rendah;Jomblo;Sehat
Perempuan;25;Sistem Informasi;5;7;0,188194444;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;20;Hukum;5;9;03.03;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Desain Komunikasi Visual;1;6;03.06;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;19;Sistem Informasi;3;7;0,189583333;3;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Desain Komunikasi Visual;3;5;02.03;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Psikologi;6;3;02.04;4;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Teknik Informatika;1;3;0,176388889;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Hukum;6;4;02.39;0;Kadang;Tinggi;Jomblo;Risiko Stres
Laki-laki;22;Kedokteran;6;5;02.08;5;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;22;Hukum;5;9;02.32;0;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;24;Sistem Informasi;6;6;0,136805556;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Psikologi;7;6;02.44;4;Sering;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;19;Desain Komunikasi Visual;6;9;0,125694444;0;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Ekonomi;5;8;0,190972222;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Kedokteran;7;5;03.41;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Psikologi;3;6;03.42;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;24;Hukum;2;4;02.19;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Ekonomi;4;7;03.46;0;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Psikologi;6;3;03.48;3;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;7;5;03.32;0;Kadang;Tinggi;Jomblo;Sehat
Perempuan;25;Kedokteran;2;3;02.46;1;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Sistem Informasi;5;7;0,142361111;3;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Psikologi;2;5;0,172916667;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;4;7;03.34;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;21;Teknik Informatika;2;6;03.47;1;Kadang;Sedang;Jomblo;Sehat
Laki-laki;21;Hukum;7;9;03.17;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;2;6;02.09;2;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Desain Komunikasi Visual;2;9;03.52;5;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Kedokteran;2;6;02.14;2;Kadang;Rendah;Jomblo;Sehat
Laki-laki;25;Kedokteran;1;7;03.35;4;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;6;7;0,19375;4;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Psikologi;5;7;03.56;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Ekonomi;4;3;02.58;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Psikologi;5;7;02.56;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;1;6;03.33;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;1;4;0,179861111;5;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;18;Psikologi;7;7;03.16;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Teknik Informatika;1;4;03.05;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;6;9;02.32;1;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;1;6;03.43;0;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;23;Psikologi;2;7;03.04;2;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Desain Komunikasi Visual;5;3;0,189583333;1;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;25;Ekonomi;3;3;02.06;1;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;4;9;03.51;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Teknik Informatika;1;4;0,14375;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Teknik Informatika;5;8;03.12;4;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Psikologi;7;3;0,16875;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;20;Kedokteran;1;3;02.44;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Ekonomi;6;3;0,13125;1;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;18;Psikologi;1;6;03.55;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;25;Desain Komunikasi Visual;1;3;03.14;4;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Psikologi;1;5;02.18;1;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Sistem Informasi;7;7;0,143055556;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;1;9;03.17;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;4;3;0,181944444;5;Kadang;Sedang;Jomblo;Sehat
Perempuan;18;Ekonomi;5;8;02.38;0;Kadang;Rendah;Jomblo;Sehat
Perempuan;20;Hukum;6;8;0,167361111;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Sistem Informasi;1;3;02.26;4;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;25;Hukum;1;3;02.48;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Teknik Informatika;1;5;02.49;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;25;Sistem Informasi;1;3;0,177083333;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Sistem Informasi;2;3;02.04;5;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;20;Ekonomi;2;7;03.57;2;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Kedokteran;3;8;0,147222222;3;Sering;Tinggi;Jomblo;Sehat
Laki-laki;18;Hukum;1;5;04.00;4;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;21;Desain Komunikasi Visual;3;8;0,172222222;2;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Sistem Informasi;4;5;03.48;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Sistem Informasi;3;8;0,176388889;4;Sering;Rendah;Jomblo;Sehat
Laki-laki;24;Ekonomi;5;3;03.27;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Ekonomi;2;8;0,172916667;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;22;Kedokteran;2;8;02.52;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;1;5;02.02;1;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Teknik Informatika;1;9;03.23;3;Kadang;Sedang;Jomblo;Sehat
Laki-laki;20;Desain Komunikasi Visual;4;4;0,14375;5;Sering;Tinggi;Jomblo;Sehat
Perempuan;18;Kedokteran;6;5;0,142361111;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Teknik Informatika;4;5;03.05;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;21;Psikologi;5;5;0,133333333;2;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;24;Sistem Informasi;1;6;03.25;2;Kadang;Rendah;Jomblo;Sehat
Perempuan;23;Hukum;1;9;02.06;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;4;6;0,190277778;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;19;Sistem Informasi;4;6;0,184027778;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Hukum;4;5;0,185416667;5;Kadang;Tinggi;Jomblo;Sehat
Perempuan;20;Hukum;2;4;0,134027778;5;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;18;Hukum;3;5;03.06;4;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Sistem Informasi;3;3;0,188194444;0;Sering;Rendah;Jomblo;Sehat
Perempuan;24;Kedokteran;1;4;03.08;3;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;19;Desain Komunikasi Visual;2;6;03.58;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;20;Ekonomi;4;8;0,139583333;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Sistem Informasi;1;8;03.13;4;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;24;Hukum;2;9;03.59;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Kedokteran;5;7;02.55;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;6;9;03.25;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;2;4;0,170833333;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Teknik Informatika;7;6;03.41;5;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Hukum;1;4;0,15;0;Sering;Tinggi;Jomblo;Sehat
Laki-laki;23;Psikologi;3;4;03.17;1;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Ekonomi;7;8;0,193055556;0;Sering;Rendah;Jomblo;Sehat
Perempuan;21;Desain Komunikasi Visual;4;5;03.02;5;Sering;Sedang;Jomblo;Sehat
Perempuan;19;Desain Komunikasi Visual;6;3;03.57;2;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Hukum;5;7;03.45;1;Sering;Tinggi;Dalam hubungan;Sehat
